customer_id,store_id,first_name,last_name,email,address_id,activebool,create_date,last_update,active,initials
74,1,DENISE,KELLY,DENISE.KELLY@sakilacustomer.org,78,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,D.K.
75,2,TAMMY,SANDERS,TAMMY.SANDERS@sakilacustomer.org,79,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,T.S.
76,2,IRENE,PRICE,IRENE.PRICE@sakilacustomer.org,80,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,I.P.
77,2,JANE,BENNETT,JANE.BENNETT@sakilacustomer.org,81,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,J.B.
78,1,LORI,WOOD,LORI.WOOD@sakilacustomer.org,82,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,L.W.
79,1,RACHEL,BARNES,RACHEL.BARNES@sakilacustomer.org,83,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,R.B.
80,1,MARILYN,ROSS,MARILYN.ROSS@sakilacustomer.org,84,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,M.R.
81,1,ANDREA,HENDERSON,ANDREA.HENDERSON@sakilacustomer.org,85,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,A.H.
82,1,KATHRYN,COLEMAN,KATHRYN.COLEMAN@sakilacustomer.org,86,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,K.C.
83,1,LOUISE,JENKINS,LOUISE.JENKINS@sakilacustomer.org,87,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,L.J.
84,2,SARA,PERRY,SARA.PERRY@sakilacustomer.org,88,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,S.P.
85,2,ANNE,POWELL,ANNE.POWELL@sakilacustomer.org,89,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,A.P.
86,2,JACQUELINE,LONG,JACQUELINE.LONG@sakilacustomer.org,90,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,J.L.
87,1,WANDA,PATTERSON,WANDA.PATTERSON@sakilacustomer.org,91,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,W.P.
88,2,BONNIE,HUGHES,BONNIE.HUGHES@sakilacustomer.org,92,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,B.H.
89,1,JULIA,FLORES,JULIA.FLORES@sakilacustomer.org,93,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,J.F.
90,2,RUBY,WASHINGTON,RUBY.WASHINGTON@sakilacustomer.org,94,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,R.W.
91,2,LOIS,BUTLER,LOIS.BUTLER@sakilacustomer.org,95,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,L.B.
92,2,TINA,SIMMONS,TINA.SIMMONS@sakilacustomer.org,96,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,T.S.
93,1,PHYLLIS,FOSTER,PHYLLIS.FOSTER@sakilacustomer.org,97,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,P.F.
94,1,NORMA,GONZALES,NORMA.GONZALES@sakilacustomer.org,98,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,N.G.
95,2,PAULA,BRYANT,PAULA.BRYANT@sakilacustomer.org,99,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,P.B.
96,1,DIANA,ALEXANDER,DIANA.ALEXANDER@sakilacustomer.org,100,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,D.A.
97,2,ANNIE,RUSSELL,ANNIE.RUSSELL@sakilacustomer.org,101,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,A.R.
98,1,LILLIAN,GRIFFIN,LILLIAN.GRIFFIN@sakilacustomer.org,102,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,L.G.
99,2,EMILY,DIAZ,EMILY.DIAZ@sakilacustomer.org,103,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,E.D.
100,1,ROBIN,HAYES,ROBIN.HAYES@sakilacustomer.org,104,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,R.H.
101,1,PEGGY,MYERS,PEGGY.MYERS@sakilacustomer.org,105,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,P.M.
102,1,CRYSTAL,FORD,CRYSTAL.FORD@sakilacustomer.org,106,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,C.F.
103,1,GLADYS,HAMILTON,GLADYS.HAMILTON@sakilacustomer.org,107,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,G.H.
104,1,RITA,GRAHAM,RITA.GRAHAM@sakilacustomer.org,108,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,R.G.
105,1,DAWN,SULLIVAN,DAWN.SULLIVAN@sakilacustomer.org,109,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,D.S.
106,1,CONNIE,WALLACE,CONNIE.WALLACE@sakilacustomer.org,110,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,C.W.
107,1,FLORENCE,WOODS,FLORENCE.WOODS@sakilacustomer.org,111,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,F.W.
108,1,TRACY,COLE,TRACY.COLE@sakilacustomer.org,112,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,T.C.
109,2,EDNA,WEST,EDNA.WEST@sakilacustomer.org,113,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,E.W.
110,2,TIFFANY,JORDAN,TIFFANY.JORDAN@sakilacustomer.org,114,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,T.J.
111,1,CARMEN,OWENS,CARMEN.OWENS@sakilacustomer.org,115,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,C.O.
112,2,ROSA,REYNOLDS,ROSA.REYNOLDS@sakilacustomer.org,116,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,R.R.
113,2,CINDY,FISHER,CINDY.FISHER@sakilacustomer.org,117,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,C.F.
114,2,GRACE,ELLIS,GRACE.ELLIS@sakilacustomer.org,118,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,G.E.
115,1,WENDY,HARRISON,WENDY.HARRISON@sakilacustomer.org,119,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,W.H.
116,1,VICTORIA,GIBSON,VICTORIA.GIBSON@sakilacustomer.org,120,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,V.G.
117,1,EDITH,MCDONALD,EDITH.MCDONALD@sakilacustomer.org,121,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,E.M.
118,1,KIM,CRUZ,KIM.CRUZ@sakilacustomer.org,122,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,K.C.
119,1,SHERRY,MARSHALL,SHERRY.MARSHALL@sakilacustomer.org,123,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,S.M.
120,2,SYLVIA,ORTIZ,SYLVIA.ORTIZ@sakilacustomer.org,124,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,S.O.
121,1,JOSEPHINE,GOMEZ,JOSEPHINE.GOMEZ@sakilacustomer.org,125,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,J.G.
122,1,THELMA,MURRAY,THELMA.MURRAY@sakilacustomer.org,126,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,T.M.
123,2,SHANNON,FREEMAN,SHANNON.FREEMAN@sakilacustomer.org,127,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,S.F.
124,1,SHEILA,WELLS,SHEILA.WELLS@sakilacustomer.org,128,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,0,S.W.
125,1,ETHEL,WEBB,ETHEL.WEBB@sakilacustomer.org,129,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,E.W.
126,1,ELLEN,SIMPSON,ELLEN.SIMPSON@sakilacustomer.org,130,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,E.S.
127,2,ELAINE,STEVENS,ELAINE.STEVENS@sakilacustomer.org,131,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,E.S.
128,1,MARJORIE,TUCKER,MARJORIE.TUCKER@sakilacustomer.org,132,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,M.T.
129,1,CARRIE,PORTER,CARRIE.PORTER@sakilacustomer.org,133,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,C.P.
130,1,CHARLOTTE,HUNTER,CHARLOTTE.HUNTER@sakilacustomer.org,134,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,C.H.
131,2,MONICA,HICKS,MONICA.HICKS@sakilacustomer.org,135,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,M.H.
132,2,ESTHER,CRAWFORD,ESTHER.CRAWFORD@sakilacustomer.org,136,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,E.C.
133,1,PAULINE,HENRY,PAULINE.HENRY@sakilacustomer.org,137,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,P.H.
134,1,EMMA,BOYD,EMMA.BOYD@sakilacustomer.org,138,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,E.B.
135,2,JUANITA,MASON,JUANITA.MASON@sakilacustomer.org,139,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,J.M.
136,2,ANITA,MORALES,ANITA.MORALES@sakilacustomer.org,140,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,A.M.
137,2,RHONDA,KENNEDY,RHONDA.KENNEDY@sakilacustomer.org,141,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,R.K.
138,1,HAZEL,WARREN,HAZEL.WARREN@sakilacustomer.org,142,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,H.W.
139,1,AMBER,DIXON,AMBER.DIXON@sakilacustomer.org,143,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,A.D.
140,1,EVA,RAMOS,EVA.RAMOS@sakilacustomer.org,144,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,E.R.
141,1,DEBBIE,REYES,DEBBIE.REYES@sakilacustomer.org,145,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,D.R.
142,1,APRIL,BURNS,APRIL.BURNS@sakilacustomer.org,146,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,A.B.
143,1,LESLIE,GORDON,LESLIE.GORDON@sakilacustomer.org,147,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,L.G.
144,1,CLARA,SHAW,CLARA.SHAW@sakilacustomer.org,148,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,C.S.
145,1,LUCILLE,HOLMES,LUCILLE.HOLMES@sakilacustomer.org,149,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,L.H.
146,1,JAMIE,RICE,JAMIE.RICE@sakilacustomer.org,150,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,J.R.
147,2,JOANNE,ROBERTSON,JOANNE.ROBERTSON@sakilacustomer.org,151,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,J.R.
148,1,ELEANOR,HUNT,ELEANOR.HUNT@sakilacustomer.org,152,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,E.H.
149,1,VALERIE,BLACK,VALERIE.BLACK@sakilacustomer.org,153,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,V.B.
150,2,DANIELLE,DANIELS,DANIELLE.DANIELS@sakilacustomer.org,154,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,D.D.
151,2,MEGAN,PALMER,MEGAN.PALMER@sakilacustomer.org,155,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,M.P.
152,1,ALICIA,MILLS,ALICIA.MILLS@sakilacustomer.org,156,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,A.M.
153,2,SUZANNE,NICHOLS,SUZANNE.NICHOLS@sakilacustomer.org,157,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,S.N.
154,2,MICHELE,GRANT,MICHELE.GRANT@sakilacustomer.org,158,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,M.G.
155,1,GAIL,KNIGHT,GAIL.KNIGHT@sakilacustomer.org,159,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,G.K.
156,1,BERTHA,FERGUSON,BERTHA.FERGUSON@sakilacustomer.org,160,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,B.F.
157,2,DARLENE,ROSE,DARLENE.ROSE@sakilacustomer.org,161,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,D.R.
158,1,VERONICA,STONE,VERONICA.STONE@sakilacustomer.org,162,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,V.S.
159,1,JILL,HAWKINS,JILL.HAWKINS@sakilacustomer.org,163,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,J.H.
160,2,ERIN,DUNN,ERIN.DUNN@sakilacustomer.org,164,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,E.D.
161,1,GERALDINE,PERKINS,GERALDINE.PERKINS@sakilacustomer.org,165,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,G.P.
162,2,LAUREN,HUDSON,LAUREN.HUDSON@sakilacustomer.org,166,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,L.H.
163,1,CATHY,SPENCER,CATHY.SPENCER@sakilacustomer.org,167,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,C.S.
164,2,JOANN,GARDNER,JOANN.GARDNER@sakilacustomer.org,168,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,J.G.
165,2,LORRAINE,STEPHENS,LORRAINE.STEPHENS@sakilacustomer.org,169,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,L.S.
166,1,LYNN,PAYNE,LYNN.PAYNE@sakilacustomer.org,170,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,L.P.
167,2,SALLY,PIERCE,SALLY.PIERCE@sakilacustomer.org,171,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,S.P.
168,1,REGINA,BERRY,REGINA.BERRY@sakilacustomer.org,172,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,R.B.
169,2,ERICA,MATTHEWS,ERICA.MATTHEWS@sakilacustomer.org,173,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,0,E.M.
170,1,BEATRICE,ARNOLD,BEATRICE.ARNOLD@sakilacustomer.org,174,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,B.A.
171,2,DOLORES,WAGNER,DOLORES.WAGNER@sakilacustomer.org,175,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,D.W.
172,1,BERNICE,WILLIS,BERNICE.WILLIS@sakilacustomer.org,176,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,B.W.
173,1,AUDREY,RAY,AUDREY.RAY@sakilacustomer.org,177,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,A.R.
174,2,YVONNE,WATKINS,YVONNE.WATKINS@sakilacustomer.org,178,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,Y.W.
175,1,ANNETTE,OLSON,ANNETTE.OLSON@sakilacustomer.org,179,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,A.O.
176,1,JUNE,CARROLL,JUNE.CARROLL@sakilacustomer.org,180,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,J.C.
177,2,SAMANTHA,DUNCAN,SAMANTHA.DUNCAN@sakilacustomer.org,181,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,S.D.
178,2,MARION,SNYDER,MARION.SNYDER@sakilacustomer.org,182,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,M.S.
179,1,DANA,HART,DANA.HART@sakilacustomer.org,183,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,D.H.
180,2,STACY,CUNNINGHAM,STACY.CUNNINGHAM@sakilacustomer.org,184,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,S.C.
181,2,ANA,BRADLEY,ANA.BRADLEY@sakilacustomer.org,185,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,A.B.
182,1,RENEE,LANE,RENEE.LANE@sakilacustomer.org,186,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,R.L.
183,2,IDA,ANDREWS,IDA.ANDREWS@sakilacustomer.org,187,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,I.A.
184,1,VIVIAN,RUIZ,VIVIAN.RUIZ@sakilacustomer.org,188,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,V.R.
