customer_id,store_id,first_name,last_name,email,address_id,activebool,create_date,last_update,active,initials
463,2,DARRELL,POWER,DARRELL.POWER@sakilacustomer.org,468,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,D.P.
395,2,JOHNNY,TURPIN,JOHNNY.TURPIN@sakilacustomer.org,400,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,J.T.
266,2,NORA,HERRERA,NORA.HERRERA@sakilacustomer.org,271,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,N.H.
481,1,HERMAN,DEVORE,HERMAN.DEVORE@sakilacustomer.org,486,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,H.D.
518,1,GABRIEL,HARDER,GABRIEL.HARDER@sakilacustomer.org,524,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,G.H.
70,2,CHRISTINA,RAMIREZ,CHRISTINA.RAMIREZ@sakilacustomer.org,74,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,C.R.
232,2,CONSTANCE,REID,CONSTANCE.REID@sakilacustomer.org,236,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,C.R.
404,2,STANLEY,SCROGGINS,STANLEY.SCROGGINS@sakilacustomer.org,409,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,S.S.
279,2,DIANNE,SHELTON,DIANNE.SHELTON@sakilacustomer.org,284,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,D.S.
473,2,JORGE,OLIVARES,JORGE.OLIVARES@sakilacustomer.org,478,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,J.O.
351,1,JACK,FOUST,JACK.FOUST@sakilacustomer.org,356,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,J.F.
510,2,BEN,EASTER,BEN.EASTER@sakilacustomer.org,515,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,0,B.E.
150,2,DANIELLE,DANIELS,DANIELLE.DANIELS@sakilacustomer.org,154,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,D.D.
125,1,ETHEL,WEBB,ETHEL.WEBB@sakilacustomer.org,129,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,E.W.
429,2,FREDERICK,ISBELL,FREDERICK.ISBELL@sakilacustomer.org,434,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,F.I.
466,1,LEO,EBERT,LEO.EBERT@sakilacustomer.org,471,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,L.E.
186,2,HOLLY,FOX,HOLLY.FOX@sakilacustomer.org,190,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,H.F.
228,2,ALLISON,STANLEY,ALLISON.STANLEY@sakilacustomer.org,232,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,A.S.
292,2,MISTY,LAMBERT,MISTY.LAMBERT@sakilacustomer.org,297,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,M.L.
248,1,CAROLINE,BOWMAN,CAROLINE.BOWMAN@sakilacustomer.org,252,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,C.B.
291,1,TONI,HOLT,TONI.HOLT@sakilacustomer.org,296,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,T.H.
250,2,JO,FOWLER,JO.FOWLER@sakilacustomer.org,254,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,J.F.
444,2,MARCUS,HIDALGO,MARCUS.HIDALGO@sakilacustomer.org,449,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,M.H.
551,2,CLAYTON,BARBEE,CLAYTON.BARBEE@sakilacustomer.org,557,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,C.B.
552,2,HUGH,WALDROP,HUGH.WALDROP@sakilacustomer.org,558,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,H.W.
550,2,GUY,BROWNLEE,GUY.BROWNLEE@sakilacustomer.org,556,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,G.B.
115,1,WENDY,HARRISON,WENDY.HARRISON@sakilacustomer.org,119,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,W.H.
204,1,ROSEMARY,SCHMIDT,ROSEMARY.SCHMIDT@sakilacustomer.org,208,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,R.S.
142,1,APRIL,BURNS,APRIL.BURNS@sakilacustomer.org,146,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,A.B.
339,2,WALTER,PERRYMAN,WALTER.PERRYMAN@sakilacustomer.org,344,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,W.P.
8,2,SUSAN,WILSON,SUSAN.WILSON@sakilacustomer.org,12,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,S.W.
521,2,ROLAND,SOUTH,ROLAND.SOUTH@sakilacustomer.org,527,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,R.S.
20,2,SHARON,ROBINSON,SHARON.ROBINSON@sakilacustomer.org,24,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,S.R.
173,1,AUDREY,RAY,AUDREY.RAY@sakilacustomer.org,177,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,A.R.
452,1,TOM,MILNER,TOM.MILNER@sakilacustomer.org,457,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,T.M.
57,2,EVELYN,MORGAN,EVELYN.MORGAN@sakilacustomer.org,61,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,E.M.
302,1,MICHAEL,SILVERMAN,MICHAEL.SILVERMAN@sakilacustomer.org,307,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,M.S.
337,1,JERRY,JORDON,JERRY.JORDON@sakilacustomer.org,342,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,J.J.
451,1,JIM,REA,JIM.REA@sakilacustomer.org,456,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,J.R.
323,2,MATTHEW,MAHAN,MATTHEW.MAHAN@sakilacustomer.org,328,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,M.M.
311,2,PAUL,TROUT,PAUL.TROUT@sakilacustomer.org,316,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,P.T.
50,1,DIANE,COLLINS,DIANE.COLLINS@sakilacustomer.org,54,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,D.C.
345,1,CARL,ARTIS,CARL.ARTIS@sakilacustomer.org,350,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,C.A.
26,2,JESSICA,HALL,JESSICA.HALL@sakilacustomer.org,30,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,J.H.
443,2,FRANCISCO,SKIDMORE,FRANCISCO.SKIDMORE@sakilacustomer.org,448,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,F.S.
221,1,BESSIE,MORRISON,BESSIE.MORRISON@sakilacustomer.org,225,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,B.M.
484,1,ROBERTO,VU,ROBERTO.VU@sakilacustomer.org,489,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,R.V.
540,1,TYRONE,ASHER,TYRONE.ASHER@sakilacustomer.org,546,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,T.A.
43,2,CHRISTINE,ROBERTS,CHRISTINE.ROBERTS@sakilacustomer.org,47,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,C.R.
417,1,TRAVIS,ESTEP,TRAVIS.ESTEP@sakilacustomer.org,422,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,T.E.
262,2,PATSY,DAVIDSON,PATSY.DAVIDSON@sakilacustomer.org,267,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,P.D.
409,2,RODNEY,MOELLER,RODNEY.MOELLER@sakilacustomer.org,414,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,R.M.
278,2,BILLIE,HORTON,BILLIE.HORTON@sakilacustomer.org,283,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,B.H.
569,2,DAVE,GARDINER,DAVE.GARDINER@sakilacustomer.org,575,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,D.G.
382,2,VICTOR,BARKLEY,VICTOR.BARKLEY@sakilacustomer.org,387,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,V.B.
412,2,ALLEN,BUTTERFIELD,ALLEN.BUTTERFIELD@sakilacustomer.org,417,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,A.B.
155,1,GAIL,KNIGHT,GAIL.KNIGHT@sakilacustomer.org,159,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,G.K.
127,2,ELAINE,STEVENS,ELAINE.STEVENS@sakilacustomer.org,131,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,E.S.
310,2,DANIEL,CABRAL,DANIEL.CABRAL@sakilacustomer.org,315,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,D.C.
520,2,MITCHELL,WESTMORELAND,MITCHELL.WESTMORELAND@sakilacustomer.org,526,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,M.W.
446,2,THEODORE,CULP,THEODORE.CULP@sakilacustomer.org,451,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,0,T.C.
175,1,ANNETTE,OLSON,ANNETTE.OLSON@sakilacustomer.org,179,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,A.O.
32,1,AMY,LOPEZ,AMY.LOPEZ@sakilacustomer.org,36,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,A.L.
114,2,GRACE,ELLIS,GRACE.ELLIS@sakilacustomer.org,118,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,G.E.
24,2,KIMBERLY,LEE,KIMBERLY.LEE@sakilacustomer.org,28,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,K.L.
174,2,YVONNE,WATKINS,YVONNE.WATKINS@sakilacustomer.org,178,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,Y.W.
557,1,FELIX,GAFFNEY,FELIX.GAFFNEY@sakilacustomer.org,563,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,F.G.
67,1,KELLY,TORRES,KELLY.TORRES@sakilacustomer.org,71,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,K.T.
58,1,JEAN,BELL,JEAN.BELL@sakilacustomer.org,62,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,J.B.
322,1,JASON,MORRISSEY,JASON.MORRISSEY@sakilacustomer.org,327,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,J.M.
223,1,MELINDA,FERNANDEZ,MELINDA.FERNANDEZ@sakilacustomer.org,227,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,M.F.
18,2,CAROL,GARCIA,CAROL.GARCIA@sakilacustomer.org,22,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,C.G.
300,1,JOHN,FARNSWORTH,JOHN.FARNSWORTH@sakilacustomer.org,305,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,J.F.
256,2,MABEL,HOLLAND,MABEL.HOLLAND@sakilacustomer.org,261,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,M.H.
306,1,CHARLES,KOWALSKI,CHARLES.KOWALSKI@sakilacustomer.org,311,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,C.K.
573,1,BYRON,BOX,BYRON.BOX@sakilacustomer.org,579,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,B.B.
191,1,JEANETTE,GREENE,JEANETTE.GREENE@sakilacustomer.org,195,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,J.G.
319,2,RONALD,WEINER,RONALD.WEINER@sakilacustomer.org,324,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,R.W.
527,1,CORY,MEEHAN,CORY.MEEHAN@sakilacustomer.org,533,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,C.M.
272,1,KAY,CALDWELL,KAY.CALDWELL@sakilacustomer.org,277,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,K.C.
95,2,PAULA,BRYANT,PAULA.BRYANT@sakilacustomer.org,99,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,P.B.
181,2,ANA,BRADLEY,ANA.BRADLEY@sakilacustomer.org,185,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,A.B.
332,1,STEPHEN,QUALLS,STEPHEN.QUALLS@sakilacustomer.org,337,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,S.Q.
329,2,FRANK,WAGGONER,FRANK.WAGGONER@sakilacustomer.org,334,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,F.W.
312,2,MARK,RINEHART,MARK.RINEHART@sakilacustomer.org,317,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,M.R.
6,2,JENNIFER,DAVIS,JENNIFER.DAVIS@sakilacustomer.org,10,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,J.D.
46,2,CATHERINE,CAMPBELL,CATHERINE.CAMPBELL@sakilacustomer.org,50,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,C.C.
399,1,DANNY,ISOM,DANNY.ISOM@sakilacustomer.org,404,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,D.I.
576,2,MORRIS,MCCARTER,MORRIS.MCCARTER@sakilacustomer.org,582,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,M.M.
469,2,WESLEY,BULL,WESLEY.BULL@sakilacustomer.org,474,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,W.B.
17,1,DONNA,THOMPSON,DONNA.THOMPSON@sakilacustomer.org,21,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,D.T.
49,2,JOYCE,EDWARDS,JOYCE.EDWARDS@sakilacustomer.org,53,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,J.E.
579,2,DARYL,LARUE,DARYL.LARUE@sakilacustomer.org,585,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,D.L.
488,2,SHANE,MILLARD,SHANE.MILLARD@sakilacustomer.org,493,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,S.M.
4,2,BARBARA,JONES,BARBARA.JONES@sakilacustomer.org,8,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,B.J.
487,2,HECTOR,POINDEXTER,HECTOR.POINDEXTER@sakilacustomer.org,492,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,H.P.
439,2,ALEXANDER,FENNELL,ALEXANDER.FENNELL@sakilacustomer.org,444,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,A.F.
363,2,ROY,WHITING,ROY.WHITING@sakilacustomer.org,368,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,R.W.
434,1,EDDIE,TOMLIN,EDDIE.TOMLIN@sakilacustomer.org,439,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,E.T.
303,2,WILLIAM,SATTERFIELD,WILLIAM.SATTERFIELD@sakilacustomer.org,308,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,W.S.
226,2,MAUREEN,LITTLE,MAUREEN.LITTLE@sakilacustomer.org,230,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,M.L.
27,2,SHIRLEY,ALLEN,SHIRLEY.ALLEN@sakilacustomer.org,31,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,S.A.
425,2,FRANCIS,SIKES,FRANCIS.SIKES@sakilacustomer.org,430,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,F.S.
264,1,GWENDOLYN,MAY,GWENDOLYN.MAY@sakilacustomer.org,269,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,G.M.
51,1,ALICE,STEWART,ALICE.STEWART@sakilacustomer.org,55,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,A.S.
230,2,JOY,GEORGE,JOY.GEORGE@sakilacustomer.org,234,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,J.G.
38,1,MARTHA,GONZALEZ,MARTHA.GONZALEZ@sakilacustomer.org,42,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,M.G.
158,1,VERONICA,STONE,VERONICA.STONE@sakilacustomer.org,162,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,V.S.
238,1,NELLIE,GARRETT,NELLIE.GARRETT@sakilacustomer.org,242,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,N.G.
574,2,JULIAN,VEST,JULIAN.VEST@sakilacustomer.org,580,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,J.V.
176,1,JUNE,CARROLL,JUNE.CARROLL@sakilacustomer.org,180,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,J.C.
515,1,ANDRE,RAPP,ANDRE.RAPP@sakilacustomer.org,521,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,A.R.
358,2,SAMUEL,MARLOW,SAMUEL.MARLOW@sakilacustomer.org,363,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,S.M.
195,1,VANESSA,SIMS,VANESSA.SIMS@sakilacustomer.org,199,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,V.S.
504,1,NATHANIEL,ADAM,NATHANIEL.ADAM@sakilacustomer.org,509,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,N.A.
578,2,WILLARD,LUMPKIN,WILLARD.LUMPKIN@sakilacustomer.org,584,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,W.L.
512,1,CECIL,VINES,CECIL.VINES@sakilacustomer.org,517,True,2020-02-14,2025-04-06 13:10:18.372650+00:00,1,C.V.
